URL,ADR Folders,Number of ADR Files,Names of ADR Folders,Names of ADR Files
https://github.com/dante-ev/docker-texlive.git,1,3,docs/adr,docs/adr/0002-provide-all-packages.md| docs/adr/0001-do-not-base-on-any-tex-image.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/mozilla/sre-adrs.git,1,5,decisions/websre,decisions/websre/0003-use-eks-cluster-as-default-container-platform.md| decisions/websre/0002-web-sre-service-documentation.md| decisions/websre/0005-web-sre-kubernetes-secrets-pattern.md| decisions/websre/0004-use-1-kubernetes-cluster-per-environment.md| decisions/websre/0001-record-architecture-decisions.md
https://github.com/pmckeown/dependency-track-maven-plugin.git,1,3,doc/adr,doc/adr/0003-use-two-dependency-injection-frameworks.md| doc/adr/0002-use-maven-to-build-plugin.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/threefoldtech/js-sdk.git,1,21,docs/architecture/decisions,docs/architecture/decisions/0013-update-cryptpad-flist.md| docs/architecture/decisions/0016-update-threebot-deployer-flist.md| docs/architecture/decisions/0004-marketplace-to-automate-payment.md| docs/architecture/decisions/0017-migrate-testnet-devnet-to-use-std-stellar-wallet.md| docs/architecture/decisions/0006-add-preinstall-to-packages.md| docs/architecture/decisions/0010-update-3bot-deployer-image-to-use-ubuntu-20-04.md| docs/architecture/decisions/0008-add-kwargs-to-3bot-start.md| docs/architecture/decisions/0021-wait-for-pool-payments.md| docs/architecture/decisions/0015-parameterize-zos-sal-in-identity.md| docs/architecture/decisions/0020-dynamically-get-branch-for-threebot-deployer.md| docs/architecture/decisions/0003-allow-only-tft-token.md| docs/architecture/decisions/0012-use-poetry-lock-file-to-install-instead-of-poetry-update.md| docs/architecture/decisions/0018-change-domain-names-to-shorter-ones.md| docs/architecture/decisions/0009-add-logs-in-trc-and-nginx-container.md| docs/architecture/decisions/0019-use-custom-activation-wallet-for-threebot-deployers.md| docs/architecture/decisions/0014-managed-domain-verification-and-blocking-in-apps.md| docs/architecture/decisions/0007-payment-for-3bot-deployer.md| docs/architecture/decisions/0005-3bot-to-start-with-a-testnet-funded-wallet.md| docs/architecture/decisions/0011-nginx-expose-option.md| docs/architecture/decisions/0001-record-architecture-decisions.md| docs/architecture/decisions/0002-block-misbehaving-nodes.md
https://github.com/alphagov/backdrop.git,1,3,doc/arch,doc/arch/adr-003-web-framework.md| doc/arch/adr-002-persistent-storage.md| doc/arch/adr-001-implementation-language.md
https://github.com/mrwilson/adr-viewer.git,1,6,doc/adr,doc/adr/0002-expose-command-line-interface.md| doc/adr/0005-distinguish-amendments-to-records-with-colour.md| doc/adr/0003-use-same-colour-for-all-headers.md| doc/adr/0004-distinguish-superseded-records-with-colour.md| doc/adr/0006-accessibility-as-a-first-class-concern.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/roschart/Nosedive.git,1,9,doc/adr,doc/adr/0004-start-with-console-app.md| doc/adr/0006-use-of-migratus-library.md| doc/adr/0003-evolutionary-architecture.md| doc/adr/0005-sqlite-database.md| doc/adr/0009-use-mount-and-clojure-tools-namespace.md| doc/adr/0002-use-of-clojure.md| doc/adr/0008-migrating-by-code.md| doc/adr/0007-uso-of-tools-cli.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/ministryofjustice/opg-digideps.git,1,4,docs/architecture/decisions,docs/architecture/decisions/0003-use-aws-parameter-store-for-feature-flags.md| docs/architecture/decisions/0002-use-amazon-aurora-for-application-database.md| docs/architecture/decisions/0004-user-emails-and-roles-are-immutable.md| docs/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/Financial-Times/dotcom-page-kit.git,1,9,docs/design-decisions,docs/design-decisions/about-dot-json.md| docs/design-decisions/many-small-packages.md| docs/design-decisions/polyfill-service-integration.md| docs/design-decisions/client-side-code-bundling.md| docs/design-decisions/project-name.md| docs/design-decisions/client-side-error-logging.md| docs/design-decisions/app-context.md| docs/design-decisions/html-templating.md| docs/design-decisions/code-splitting-strategy.md
https://github.com/bbc/digital-paper-edit-client.git,1,8,docs/ADR,docs/ADR/2019-09-28-time-estimation-for-links.md| docs/ADR/2019-06-20-environment-injection.md| docs/ADR/2019-05-20-previewing-papercuts.md| docs/ADR/2019-09-28-exporting-placeholder-media.md| docs/ADR/2019-05-09-modular-architecture.md| docs/ADR/2019-05-22-exporting-video-preview.md| docs/ADR/2019-05-01-security.md| docs/ADR/2019-04-29-SQL-database-schema.md
https://github.com/alphagov/verify-stub-idp.git,1,3,docs/adr,docs/adr/0003-deploying-metadata-to-paas.md| docs/adr/0002-persisting-test-data-in-sql-rdbms.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/ministryofjustice/opg-modernising-lpa-docs.git,1,5,src/adr/articles,src/adr/articles/0003-github-source-control.md| src/adr/articles/0002-verifiable-credentials.md| src/adr/articles/0004-govuk-design-system.md| src/adr/articles/0001-record-architecture-decisions.md| src/adr/articles/0005-terraform.md
https://github.com/kbase/narrative.git,1,4,docs/adrs,docs/adrs/0002-integration-testing-library.md| docs/adrs/0003-bulk-import-ui.md| docs/adrs/0004-bulk-import-output-cells.md| docs/adrs/0001-git-workflow.md
https://github.com/noushad-pp/base-react-typescript.git,1,2,doc/adr,doc/adr/0002-feature-driven-architecture.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/zazpi/nozama.git,1,1,doc/arch,doc/arch/adr-001-simulator-webserver.md
https://github.com/cloudfoundry/cli.git,1,12,doc/adr,doc/adr/0006-implement-v7-start-client-side-with-only-existing-v3-endpoints.md| doc/adr/0004-v7-push-refactor.md| doc/adr/0003-resource-matching-implementation.md| doc/adr/0002-develop-v6-and-v7-on-master-simultaneously.md| doc/adr/0009-log-cache-clock-issues.md| doc/adr/0008-swap-traffic-controller-for-log-cache.md| doc/adr/0012-de-version-v8-code-base.md| doc/adr/0007-integration-vs-command-test.md| doc/adr/0005-v7-push-transforms-manifest-before-applying.md| doc/adr/0010-v7-and-v8.md| doc/adr/0011-command-actor-api-architecture.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/lorenzo-deepcode/buildit-all.git,4,22,bookit-api/docs/architecture/decisions| midashboard-infrastructure/docs/architecture/decisions| bookit-infrastructure/docs/architecture/decisions| twig-infrastructure/docs/architecture/decisions,bookit-api/docs/architecture/decisions/0003-use-junit-for-tests-instead-of-spek.md| bookit-api/docs/architecture/decisions/0009-use-jpa.md| bookit-api/docs/architecture/decisions/0007-use-pac4j-to-validate-tokens.md| bookit-api/docs/architecture/decisions/0002-version-api-via-uri-path.md| bookit-api/docs/architecture/decisions/0008-database.md| bookit-api/docs/architecture/decisions/0005-use-id-token-from-microsoft-as-bearer-token.md| bookit-api/docs/architecture/decisions/0006-use-okta-as-identity-provider.md| bookit-api/docs/architecture/decisions/0001-record-architecture-decisions.md| bookit-api/docs/architecture/decisions/0004-security.md| bookit-api/docs/architecture/decisions/0010-jpa-manages-schema.md| midashboard-infrastructure/docs/architecture/decisions/0002-use-aws-bare-metal-rig-approach.md| midashboard-infrastructure/docs/architecture/decisions/0004-use-cloudwatch-logs-for-log-aggregation.md| midashboard-infrastructure/docs/architecture/decisions/0003-use-aws-codepipeline-and-codebuild-instead-of-travis.md| midashboard-infrastructure/docs/architecture/decisions/0001-record-architecture-decisions.md| bookit-infrastructure/docs/architecture/decisions/0005-use-aws-rds-aurora-mysql-for-database-persistence.md| bookit-infrastructure/docs/architecture/decisions/0002-use-aws-bare-metal-rig-approach.md| bookit-infrastructure/docs/architecture/decisions/0004-use-cloudwatch-logs-for-log-aggregation.md| bookit-infrastructure/docs/architecture/decisions/0003-use-aws-codepipeline-and-codebuild-instead-of-travis.md| bookit-infrastructure/docs/architecture/decisions/0001-record-architecture-decisions.md| twig-infrastructure/docs/architecture/decisions/0002-use-aws-bare-metal-rig-approach.md| twig-infrastructure/docs/architecture/decisions/0003-start-with-aws-codepipeline-and-codebuild.md| twig-infrastructure/docs/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/wikimedia/Wikibase.git,1,23,docs/adr,docs/adr/0005-frontend-changes-ParserCache-invalidation.md| docs/adr/0007-use-vuex-smart-modules.md| docs/adr/0016-use-github-actions-as-secondary-ci.md| docs/adr/0013-register-shared-features-in-repo-and-client.md| docs/adr/0011-declare-strict-types.md| docs/adr/0003-Termbox-ParserCache-Integration.md| docs/adr/0018-wikibase-compatibility-with-mediawiki.md| docs/adr/0012-use-psr-4.md| docs/adr/0019-federated-properties-prefix-ids-via-uris.md| docs/adr/0017-release-notes-content-topics.md| docs/adr/0004-make-apply-return-changeopresult.md| docs/adr/0008-format-bridge-references-via-api.md| docs/adr/0009-refactor-hooks-for-testability.md| docs/adr/0014-monorepo.md| docs/adr/0000-use-cache-instead-wb_terms-for-data-needed-for-display.md| docs/adr/0010-federated-properties-without-prefixed-ids.md| docs/adr/0015-use-psr-11-mediawiki-service-container.md| docs/adr/0001-use-psr-16-cache-interface.md| docs/adr/0020-wikibase-compatibility-with-mediawiki-master.md| docs/adr/0022-create-a-property-id-interface.md| docs/adr/0021-federated-properties-source-and-type-dispatching-services.md| docs/adr/0002-CacheAwarePropertyInfoStore-caching.md| docs/adr/0006-use-package-modules-to-manage-resource-loader-modules.md
https://github.com/qbit86/arborescence.git,1,5,docs/adr,docs/adr/0004-restrict-language-version-to-csharp-8.md| docs/adr/0003-place-using-directives-inside-namespace.md| docs/adr/0002-configure-line-endings-in-gitattributes.md| docs/adr/0001-keep-editorconfig-sorted.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/cookstaar/adr-example.git,1,5,doc/architecture/decisions,doc/architecture/decisions/0005-use-react-as-the-main-frontend-js-framework.md| doc/architecture/decisions/0004-asp-net-as-the-web-application-framework.md| doc/architecture/decisions/0003-use-ember-as-the-main-frontend-js-framework.md| doc/architecture/decisions/0002-use-c-sharp-as-the-only-backend-language.md| doc/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/chef/automate.git,1,10,dev-docs/adr,dev-docs/adr/adr-2018-10-08.md| dev-docs/adr/adr-2018-09-19.md| dev-docs/adr/adr-2018-10-05.md| dev-docs/adr/adr-2018-08-15.md| dev-docs/adr/adr-2018-11-28.md| dev-docs/adr/adr-2019-01-15.md| dev-docs/adr/adr-2019-01-23.md| dev-docs/adr/adr-2019-01-14.md| dev-docs/adr/adr-2018-10-04.md| dev-docs/adr/adr-2018-11-07.md
https://github.com/architecture-topography/topo.git,1,3,doc/adr,doc/adr/0003-graphql-as-api-query-language-via-appolo-server.md| doc/adr/0002-use-neo4j-as-persistence.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/DanilSuits/dddsample-pelargir.git,1,3,doc/adr,doc/adr/0002-isolate-components-into-submodules.md| doc/adr/0003-install-citerus-as-a-git-submodule.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/bbc/digital-paper-edit-storybook.git,1,2,docs/ADR,docs/ADR/adr-28-08.md| docs/ADR/reason-09-11.md
https://github.com/thorleifurb/thorleifurb.github.io.git,1,2,docs/adr,docs/adr/0001-what-map-provider.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/alphagov/content-publisher.git,1,16,docs/adr,docs/adr/0002-use-local-datastore.md| docs/adr/0003-initial-domain-modelling.md| docs/adr/0005-avoiding-initialisation-flickers.md| docs/adr/0009-modelling-history.md| docs/adr/0013-permitted-deletion.md| docs/adr/0012-file-attachment-rendering.md| docs/adr/0008-restricted-deletion.md| docs/adr/0015-bulk-data-loading.md| docs/adr/0006-tagging-governments.md| docs/adr/0004-editing-microcopy.md| docs/adr/0014-political-and-government-tagging.md| docs/adr/0011-moving-business-logic-out-of-controllers.md| docs/adr/0007-minimal-model.md| docs/adr/0010-sending-email-notifications.md| docs/adr/0001-record-architecture-decisions.md| docs/adr/0016-publishing-times-and-change-history.md
https://github.com/Yu-Ji19/article-annotator.git,1,6,ADR,ADR/secrets-and-env.md| ADR/database.md| ADR/router.md| ADR/seperate-ends.md| ADR/backend.md| ADR/frontend.md
https://github.com/nordicenergy/smarthub.git,1,8,doc/architecture/decisions,doc/architecture/decisions/0004-use-openzeppelin.md| doc/architecture/decisions/0007-rename-utils-demo-package-to-migrations.md| doc/architecture/decisions/0006-rename-assets-to-devices.md| doc/architecture/decisions/0008-migrate-certificate-structure-to-conform-to-erc-1888.md| doc/architecture/decisions/0005-simplify-off-chain-storage.md| doc/architecture/decisions/0002-use-lerna-for-package-versioning.md| doc/architecture/decisions/0003-create-backend-client-lib.md| doc/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/department-of-veterans-affairs/va.gov-team.git,1,10,docs/adr,docs/adr/0011-persistent-user-identity-proposal| docs/adr/0009-decision-to-use-github-actions-for-internal-automation.md| docs/adr/0007-remove-user-model-va-profile.md| docs/adr/0002-deploy-pact-on-aws.md| docs/adr/0003-continue-leveraging-python-2.md| docs/adr/0006-scale-vagov-content-gql-not-cms-export.md| docs/adr/0010-implement-cypress-test-selection.md| docs/adr/0004-return-uninflected-va-keys.md| docs/adr/0005-use-github-actions-for-vsp-platform-ci.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/mwwojcik/airline-reservation-system.git,1,4,ars,ars/0002-TCH-RES-use-modular-monolith.md| ars/0004-TCH-RES-use-document-database-as-a-aggregate-data-repository.md| ars/0003-TCH-RES-use-ports-and-adapters-architecture.md| ars/0005-TCH-RES-use-spring-repository.md
https://github.com/pariyatti/kosa-rails.git,1,7,docs/arch,docs/arch/adr-005-api-modeling.md| docs/arch/adr-001-use-adrs.md| docs/arch/adr-003-graph-data-neo4j.md| docs/arch/adr-002-rails.md| docs/arch/adr-004-ansible.md| docs/arch/adr-006-try-clojure.md| docs/arch/adr-007-try-crux.md
https://github.com/yearofthedan/we-be-best.git,1,1,adrs,adrs/1-use-both-pointer-and-mouse-events.md
https://github.com/cerner/beadledom.git,1,1,adr,adr/health/default_dependencies_primary.md
https://github.com/linagora/linshare-mobile-flutter-app.git,1,13,doc/adr,doc/adr/0009-enhancement-retry-authen-interceptor.md| doc/adr/0013-enhancement-biometric-authentication.md| doc/adr/0008-upgrade-android-target-sdk-29.md| doc/adr/0004-upgrade-file-picker-library-version.md| doc/adr/0005-i18n-with-dynamic-string.md| doc/adr/0006-download-file-manager.md| doc/adr/0011-make-offline-mode-file.md| doc/adr/0003-upload-file-manager.md| doc/adr/0012-upgrade-android-target-sdk-30.md| doc/adr/0002-receive-shared-file-from-other-app.md| doc/adr/0010-migrate-to-null-safety-support.md| doc/adr/0007-path-provider-library.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/mantidproject/documents.git,1,4,Decisions,Decisions/0002-move-to-clang-format-5.md| Decisions/0003-move-to-visual-studio-2017.md| Decisions/0004-move-to-devtoolset-7-on-rhel7.md| Decisions/0001-record-architecture-decisions.md
https://github.com/edgexfoundry/edgex-docs.git,1,19,docs_src/design/adr,docs_src/design/adr/security/0008-Secret-Creation-and-Distribution.md| docs_src/design/adr/security/0020-spiffe.md| docs_src/design/adr/security/0009-Secure-Bootstrapping.md| docs_src/design/adr/security/0017-consul-security.md| docs_src/design/adr/security/0015-in-cluster-tls.md| docs_src/design/adr/security/0016-docker-image-guidelines.md| docs_src/design/adr/014-Secret-Provider-For-All.md| docs_src/design/adr/0001-Registy-Refactor.md| docs_src/design/adr/devops/0007-Release-Automation.md| docs_src/design/adr/devops/0010-Release-Artifacts.md| docs_src/design/adr/0018-Service-Registry.md| docs_src/design/adr/0005-Service-Self-Config.md| docs_src/design/adr/013-Device-Service-Events-Message-Bus.md| docs_src/design/adr/0004-Feature-Flags.md| docs_src/design/adr/core/0019-EdgeX-CLI-V2.md| docs_src/design/adr/core/0003-V2-API-Principles.md| docs_src/design/adr/device-service/0012-DeviceService-Filters.md| docs_src/design/adr/device-service/0002-Array-Datatypes.md| docs_src/design/adr/device-service/0011-DeviceService-Rest-API.md
https://github.com/huifenqi/arch.git,1,47,decisions,decisions/0018-continuous-delivery-ios.md| decisions/0003-use-ssh-key-instead-of-password.md| decisions/0015-code-review.md| decisions/0023-application-performance-monitoring.md| decisions/0002-manage-passwords-in-a-team.md| decisions/0049-moving-your-website-to-https.md| decisions/0040-agile-daily-standup-meeting.md| decisions/0010-git-basics-and-style-guide.md| decisions/0019-server-request-and-upgrade-capacity-evaluation.md| decisions/0026-move-files-to-independent-machine-and-aliyun-oss.md| decisions/0020-log-management.md| decisions/0004-replace-centos-with-ubuntu.md| decisions/0046-knowledge-sharing.md| decisions/0031-capacity-evaluation-memory.md| decisions/0025-apply-restful-design-in-our-service-interface.md| decisions/0008-use-bastion-host-to-enhance-our-server-security.md| decisions/0011-apply-github-workflow-to-our-team.md| decisions/0027-message-queue.md| decisions/0043-message-queue-with-filter.md| decisions/0048-template-generator.md| decisions/0016-post-mortem-report.md| decisions/0007-use-passpack-to-manage-passwords.md| decisions/0035-disaster-recovery.md| decisions/0039-key-management.md| decisions/0038-data-masking.md| decisions/0036-ha-for-mysql.md| decisions/0005-replace-wechat-mail-sms-with-slack.md| decisions/0009-make-django-project-with-the-same-structure.md| decisions/0029-switch-hosts.md| decisions/0047-channel-tracking.md| decisions/0022-anti-ddos.md| decisions/0033-capacity-evaluation-mysql.md| decisions/0044-wildcard-subdomain-resolution.md| decisions/0017-incident-classify-and-recovery.md| decisions/0013-the-sense-of-done.md| decisions/0042-agile-retrospective-meeting.md| decisions/0021-split-redis-with-business-and-move-redis-to-aliyun-kvstore.md| decisions/0006-replace-svn-with-git.md| decisions/0030-capacity-evaluation-storage.md| decisions/0041-the-summary-of-mysql-to-rds.md| decisions/0037-use-proxy-for-white-list.md| decisions/0024-exception-and-realtime-error-tracking.md| decisions/0045-reuse-python-custom-libs.md| decisions/0012-think-about-micro-service.md| decisions/0034-dns-notes.md| decisions/0001-record-architecture-decisions.md| decisions/0032-ha-for-tcp-long-connection.md
https://github.com/alphagov/email-alert-api.git,1,10,docs/adr,docs/adr/adr-009-sidekiq-lost-job-recovery.md| docs/adr/adr-005-record-architecture-decisions.md| docs/adr/adr-006-email-delivery-responsibilities.md| docs/adr/adr-010-send-unpublish-emails-for-single-pages.md| docs/adr/adr-008-monitoring-and-alerting.md| docs/adr/adr-002-digest-mvp.md| docs/adr/adr-004-message-concept.md| docs/adr/adr-001-notify-integration.md| docs/adr/adr-007-retain-data-for-up-to-one-year.md| docs/adr/adr-003-initial-data-retention-strategy.md
https://github.com/openmrs/openmrs-rfc-frontend.git,1,19,text,text/0001-single-page-applications.md| text/0002-modules.md| text/0004-import-maps.md| text/0014-configuration.md| text/0027-extensions.md| text/0019-issue-tracking-and-documentation.md| text/0012-styleguide-javascript-components.md| text/0021-versioning-releases.md| text/0030-link-system.md| text/0022-versions.md| text/0003-browser-support.md| text/0008-styleguide.md| text/0020-contributing-guidelines.md| text/0026-activation-distribution.md| text/0005-migrating-from-jsps-gsps.md| text/0013-api-calls-and-fhir.md| text/0015-usability-testing.md| text/0010-design-libraries.md| text/0023-readme.md
https://github.com/openkfw/TruBudget.git,1,12,docs/developer/architecture,docs/developer/architecture/0007-execution-architecture-overview.md| docs/developer/architecture/0008-git-branching-model.md| docs/developer/architecture/0005-workflowitem-ordering.md| docs/developer/architecture/0010-multi-node-setup-and-user-management.md| docs/developer/architecture/0004-ressource-level-lifetime.md| docs/developer/architecture/0003-project-data-model.md| docs/developer/architecture/0012-node-connection-info.md| docs/developer/architecture/0002-access-control-model.md| docs/developer/architecture/0009-migration-model.md| docs/developer/architecture/0011-decline-node.md| docs/developer/architecture/0006-multi-node-setup.md| docs/developer/architecture/0001-record-architecture-decisions.md
https://github.com/pulibrary/bibdata.git,1,3,architecture_decisions,architecture_decisions/0003-index-merged-holdings-info.md| architecture_decisions/0002-index-catalog-date.md| architecture_decisions/0001-document-architecture-decisions.md
https://github.com/DFE-Digital/buy-for-your-school.git,1,23,doc/architecture/decisions,doc/architecture/decisions/0008-use-brakeman-for-security-analysis.md| doc/architecture/decisions/0006-use-dotenv-for-managing-environment-variables.md| doc/architecture/decisions/0009-use-simplecov-to-monitor-code-test-coverage.md| doc/architecture/decisions/0020-use-accessible-autocomplete-for-autocomplete-fields.md| doc/architecture/decisions/0005-use-bullet-to-catch-nplus1-queries.md| doc/architecture/decisions/0021-use-msgraph-for-email-integration.md| doc/architecture/decisions/0022-use-awsS3-for-storage-requirements.md| doc/architecture/decisions/0004-use-a-changelog-for-tracking-changes-in-a-release.md| doc/architecture/decisions/0002-use-pull-request-templates.md| doc/architecture/decisions/0020-use-contentful-for-page-content.md| doc/architecture/decisions/0014-use-logit-for-application-logs.md| doc/architecture/decisions/0015-store-user-activity-in-app.md| doc/architecture/decisions/0016-use-rubocop-govuk-for-code-linting.md| doc/architecture/decisions/0003-use-standard-rb.md| doc/architecture/decisions/0007-add-rollbar-for-application-monitoring.md| doc/architecture/decisions/0019-use-loaf-for-breadcrumb-links.md| doc/architecture/decisions/0012-create-infrastructure-on-gpaas-cloud-foundry-with-terraform.md| doc/architecture/decisions/0010-use-redis-for-a-read-cache.md| doc/architecture/decisions/0013-use-dfe-sign-in-as-auth-provider.md| doc/architecture/decisions/0017-use-codeclimate-in-pipeline.md| doc/architecture/decisions/0018-use-notify-api-for-sending-emails.md| doc/architecture/decisions/0001-record-architecture-decisions.md| doc/architecture/decisions/0011-use-sidekiq-for-asynchronous-tasks.md
https://github.com/nhsconnect/prm-gp2gp-transfer-classifier.git,1,2,doc/adr,doc/adr/0002-implement-data-pipeline-in-python.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/continuouspipe/continuouspipe.git,1,3,api/doc/adr,api/doc/adr/0002-store-the-new-tide-projections-into-firebase.md| api/doc/adr/0003-merge-the-builder-micro-service-within-river.md| api/doc/adr/0001-record-architecture-decisions.md
https://github.com/gustavo4passos/university-manager-mock-frontend.git,1,2,doc/arch,doc/arch/adr-002.md| doc/arch/adr-001.md
https://github.com/tastybug/timetracker.git,1,1,doc/adr,doc/adr/01-domain-events-propagation-using-broadcasts.md
https://github.com/alphagov/stagecraft.git,1,1,doc/arch,doc/arch/adr-001-security.md
https://github.com/michelezamuner/smjs.git,1,16,docs/system/decisions,docs/system/decisions/superseded/2018121502-data-unit-is-parameterized-type.md| docs/system/decisions/2019011301-architectures-as-mods.md| docs/system/decisions/2018120801-documentation-structure.md| docs/system/decisions/2019030101-managing-logs.md| docs/system/decisions/2019012601-interface-of-system-read-call.md| docs/system/decisions/2018121601-multiple-usages-of-the-processor.md| docs/system/decisions/2019012501-invalid-address-over-missing-exit-instruction.md| docs/system/decisions/2019011901-concrete-and-generic-domain-data-units.md| docs/system/decisions/2019051501-interactor-handling-concurrent-requests.md| docs/system/decisions/2018120802-implement-clean-architecture.md| docs/system/decisions/2018112801-encapsulate-sma-stack-usage.md| docs/system/decisions/2019032101-supporting-concurrent-secondary-adapters.md| docs/system/decisions/2018121201-stop-using-registers-in-processor.md| docs/system/decisions/2019020401-handling-generic-input-output.md| docs/system/decisions/2019040601-handling-generic-components-communication.md| docs/system/decisions/2018121501-monorepo-and-directory-layout.md
https://github.com/antonvolkoff/kosmos.git,1,1,doc/adr,doc/adr/0001-app-db.md
https://github.com/biosustain/Maud.git,1,18,docs/adr,docs/adr/0012-unbabalanced_mets-enzymes-as-priors.md| docs/adr/0009-gpl.md| docs/adr/0017-posterior-predictive-sampling.md| docs/adr/0016-validating-measured-fluxes.md| docs/adr/0002-version-control-our-code.md| docs/adr/0011-drains.md| docs/adr/0008-package-structure.md| docs/adr/0014-phosphorylation-as-mass-action.md| docs/adr/0018-backwards-differential-solver.md| docs/adr/0004-python-package-versioning.md| docs/adr/0005-code-quality-assurance.md| docs/adr/0015-folder-input.md| docs/adr/0007-unit-tests.md| docs/adr/0003-python-3-6-only.md| docs/adr/0006-code-testing.md| docs/adr/0013-single-simulation-study.md| docs/adr/0001-record-architecture-decisions.md| docs/adr/0010-modular-rate-law-only.md
https://github.com/MITLibraries/mario.git,1,15,docs/architecture-decisions,docs/architecture-decisions/0014-structure-of-cli.md| docs/architecture-decisions/0015-use-a-single-bucket.md| docs/architecture-decisions/0006-use-terraform-to-configure-infrastructure.md| docs/architecture-decisions/0005-use-aws-lambda.md| docs/architecture-decisions/0013-use-sqs-and-airflow-for-task-execution.md| docs/architecture-decisions/0008-use-one-s3-bucket-per-source.md| docs/architecture-decisions/0011-indexing-commands-and-flows.md| docs/architecture-decisions/0009-elasticsearch-indexing-strategy.md| docs/architecture-decisions/0007-use-go-for-core-language.md| docs/architecture-decisions/0010-use-openapi-specification.md| docs/architecture-decisions/0012-use-lambda-and-fargate-for-task-execution.md| docs/architecture-decisions/0003-follow-twelve-factor-methodology.md| docs/architecture-decisions/0004-use-aws-s3.md| docs/architecture-decisions/0002-use-elasticsearch.md| docs/architecture-decisions/0001-record-architecture-decisions.md
https://github.com/AYCHAIN/AYCHAIN.github.io.git,1,7,docs/ADR,docs/ADR/adr-006-handling-plural-i18n.md| docs/ADR/adr-002-css-structure.md| docs/ADR/adr-004-domain.md| docs/ADR/adr-005-substeps-list.md| docs/ADR/adr-001-tools-and-methodologies.md| docs/ADR/adr-000-what-is-an-ADR.md| docs/ADR/adr-003-store-connector-container-component.md
https://github.com/tddbin/katas.git,1,7,docs/adr,docs/adr/006-kata-dependencies.md| docs/adr/003-katafication.md| docs/adr/004-in-depth-katas.md| docs/adr/000-use-adrs.md| docs/adr/001-formatting-katas.md| docs/adr/005-kata-naming.md| docs/adr/002-no-eslint.md
https://github.com/oklog/oklog.git,1,2,doc/arch,doc/arch/adr-001-multitenancy.md| doc/arch/adr-000-ok-log-as-building-block.md
https://github.com/wikimedia/mediawiki-extensions-Wikispeech.git,1,1,docs/adr,docs/adr/0001-store-synthesized-audio-in-mediawiki-extension.md
https://github.com/libero/community.git,1,9,doc/adr,doc/adr/0007-github-actions.md| doc/adr/0002-continuously-delivery-travis-ci.md| doc/adr/0008-libero-infrastructure.md| doc/adr/0004-align-technology-practice-process.md| doc/adr/0003-publisher-not-using-react.md| doc/adr/0006-project-naming.md| doc/adr/0005-discovery-documents.md| doc/adr/0009-container-image-tags.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/JulianG/bananatabs.git,1,5,doc/adr,doc/adr/0002-react-testing-library.md| doc/adr/0004-using-react-context.md| doc/adr/0003-testing-model-in-dom-integration-tests.md| doc/adr/0001-record-architecture-decisions.md| doc/adr/0005-using-environment-variable-instead-of-config-singleton.md
